vpn_file_transfer,voip,streaming,vpn_voip,file_transfer,p2p,vpn_streaming,vpn_p2p
0.594,0.897253612,0.892217412,0.78420879,0.951517223,0.919783844,0.224,0.513
0.594,0.900666931,0.909608676,0.768735424,0.951517223,0.904621793,0.224,0.513
0.594,0.890021244,0.878219499,0.783389047,0.971915482,0.912141932,0.224,0.513
0.594,0.881330052,0.841728701,0.77628167,0.951277791,0.908125831,0.224,0.513
0.594,0.876552978,0.877413227,0.777581349,0.957830964,0.861902965,0.224,0.513
0.594,0.898455122,0.807596995,0.793963686,0.944904088,0.911915196,0.224,0.513
0.594,0.892933348,0.892217412,0.812975064,0.978857158,0.904109789,0.224,0.513
0.594,0.892372408,0.893942132,0.797765985,0.951517223,0.897220565,0.224,0.513
0.594,0.89647285,0.86299999,0.792451278,0.931945919,0.882763697,0.224,0.513
0.594,0.878898838,0.832511796,0.78420879,0.958125411,0.927383198,0.224,0.513
0.594,0.897795597,0.86350794,0.81500198,0.913152336,0.879219545,0.224,0.513
0.594,0.887699464,0.876579835,0.785016313,0.957830964,0.896938218,0.224,0.513
0.594,0.901037076,0.878219499,0.779269889,0.951517223,0.911915196,0.224,0.513
0.594,0.891096511,0.84825982,0.791699425,0.938054799,0.904621793,0.224,0.513
0.594,0.891952553,0.860333337,0.792076722,0.95475,0.927550508,0.224,0.513
0.594,0.891952553,0.86350794,0.802256957,0.958222209,0.882763697,0.224,0.513
0.594,0.893247047,0.86299999,0.812975064,0.958222209,0.86874993,0.224,0.513
0.594,0.891096511,0.909758641,0.830807463,0.965020953,0.879219545,0.224,0.513
0.594,0.896669903,0.84825982,0.786595896,0.944477497,0.912141932,0.224,0.513
0.594,0.904451409,0.847634925,0.788345412,0.951517223,0.912141932,0.224,0.513
0.594,0.88520799,0.84825982,0.797403172,0.958222209,0.927550508,0.224,0.513
0.594,0.902763167,0.884627118,0.791699425,0.957929848,0.841972782,0.224,0.513
0.594,0.902747014,0.861426248,0.789119318,0.964723407,0.935171796,0.224,0.513
0.594,0.894961217,0.833976759,0.797037557,0.925189196,0.912141932,0.224,0.513
0.594,0.888142922,0.893666639,0.788345412,0.971815585,0.927214576,0.224,0.513
0.594,0.902568379,0.909608676,0.782528892,0.964947341,0.919586314,0.224,0.513
0.594,0.893350938,0.870089426,0.776880995,0.964873253,0.935308947,0.224,0.513
0.594,0.889581361,0.910050823,0.824120715,0.978857158,0.889935447,0.224,0.513
0.594,0.880840102,0.779941155,0.782121912,0.964873253,0.904621793,0.224,0.513
0.594,0.891952553,0.861959352,0.798483387,0.951517223,0.904621793,0.224,0.513
0.594,0.878199974,0.862483873,0.795808092,0.971815585,0.919783844,0.224,0.513
0.594,0.896865764,0.892811968,0.777151361,0.954641102,0.935445024,0.224,0.513
0.594,0.902747014,0.847000017,0.778852418,0.958222209,0.927550508,0.224,0.513
0.594,0.894961217,0.877819671,0.827249244,0.978907822,0.879219545,0.224,0.513
0.594,0.88428072,0.848875,0.815602914,0.978857158,0.904621793,0.224,0.513
0.594,0.904783049,0.87861289,0.814391628,0.944904088,0.919783844,0.224,0.513
0.594,0.874560633,0.909905984,0.827688888,0.958027957,0.927550508,0.224,0.513
0.594,0.901402452,0.894213094,0.7961687,0.971815585,0.935445024,0.224,0.513
0.594,0.900007406,0.862483873,0.815303639,0.931945919,0.861902965,0.224,0.513
0.594,0.888296285,0.892811968,0.805701807,0.971915482,0.889935447,0.224,0.513
0.594,0.896865764,0.878219499,0.798838034,0.965020953,0.897220565,0.224,0.513
0.594,0.88428072,0.861959352,0.766011372,0.971915482,0.915521277,0.224,0.513
0.594,0.884747305,0.892217412,0.797765985,0.94819933,0.911686672,0.224,0.513
0.594,0.884978393,0.893666639,0.802597419,0.951277791,0.911456241,0.224,0.513
0.594,0.887921908,0.876152529,0.812975064,0.944904088,0.88931544,0.224,0.513
0.594,0.910144129,0.860884323,0.78420879,0.958222209,0.882763697,0.224,0.513
0.594,0.888963201,0.860884323,0.799886182,0.945183693,0.919783844,0.224,0.513
0.594,0.899321595,0.813363626,0.766469196,0.972014009,0.935445024,0.224,0.513
0.594,0.899131277,0.805787875,0.776034668,0.958222209,0.904621793,0.224,0.513
0.594,0.90176318,0.814218058,0.779615477,0.965020953,0.927550508,0.224,0.513
0.594,0.898373106,0.819307699,0.803270772,0.965020953,0.889935447,0.224,0.513
0.594,0.897795597,0.817625,0.809489683,0.965020953,0.904621793,0.224,0.513
0.594,0.899131277,0.86299999,0.806030527,0.964873253,0.911686672,0.224,0.513
0.594,0.902388552,0.893942132,0.793191985,0.965020953,0.912141932,0.224,0.513
0.594,0.893660584,0.861959352,0.812053755,0.978932856,0.904621793,0.224,0.513
0.594,0.900759914,0.878219499,0.778431848,0.907052635,0.900366796,0.224,0.513
0.594,0.899226585,0.87861289,0.809172824,0.971915482,0.927550508,0.224,0.513
0.594,0.905475595,0.893942132,0.806030527,0.965020953,0.919783844,0.224,0.513
0.594,0.893660584,0.893666639,0.808853522,0.971915482,0.912141932,0.224,0.513
0.594,0.8894007,0.861959352,0.793191985,0.965020953,0.939441217,0.224,0.513
0.594,0.893247047,0.878219499,0.773689404,0.964873253,0.935445024,0.224,0.513
0.594,0.908258238,0.862483873,0.7961687,0.94819933,0.935445024,0.224,0.513
0.594,0.892189422,0.910050823,0.791699425,0.971815585,0.904621793,0.224,0.513
0.594,0.894348541,0.893942132,0.813277558,0.965020953,0.897220565,0.224,0.513
0.594,0.86629031,0.84825982,0.788345412,0.986,0.943470551,0.224,0.513
0.594,0.898181835,0.807596995,0.822784081,0.971815585,0.915947451,0.224,0.513
0.594,0.890239039,0.909456148,0.819463924,0.958222209,0.912141932,0.224,0.513
0.594,0.893454471,0.86350794,0.809489683,0.925999998,0.927550508,0.224,0.513
0.594,0.890670517,0.848875,0.802256957,0.954858123,0.904621793,0.224,0.513
0.594,0.891952553,0.894213094,0.816777364,0.961609779,0.927214576,0.224,0.513
0.594,0.875223496,0.820129766,0.81917961,0.971865712,0.904621793,0.224,0.513
0.594,0.881451586,0.87861289,0.809172824,0.958027957,0.904109789,0.224,0.513
0.594,0.893454471,0.884627118,0.77007933,0.964873253,0.886013879,0.224,0.513
0.594,0.887475648,0.87861289,0.802256957,0.958222209,0.889935447,0.224,0.513
0.594,0.890239039,0.87861289,0.816777364,0.964339374,0.897220565,0.224,0.513
0.594,0.90392957,0.893942132,0.806356803,0.971815585,0.889935447,0.224,0.513
0.594,0.883979836,0.83176191,0.808853522,0.919333337,0.951417638,0.224,0.513
0.594,0.890455463,0.894213094,0.830807463,0.932308732,0.896938218,0.224,0.513
0.594,0.893660584,0.848875,0.781298831,0.96833217,0.920174016,0.224,0.513
0.594,0.893865385,0.86299999,0.816487089,0.971815585,0.926873042,0.224,0.513
0.594,0.901037076,0.876999988,0.810116247,0.948068975,0.897220565,0.224,0.513
0.594,0.8894007,0.845699205,0.79919006,0.944620667,0.927550508,0.224,0.513
0.594,0.888963201,0.820939376,0.823324934,0.910092412,0.904621793,0.224,0.513
0.594,0.899698654,0.830999984,0.77454342,0.978907822,0.935445024,0.224,0.513
0.594,0.885992864,0.861959352,0.813577727,0.944904088,0.897220565,0.224,0.513
0.594,0.887475648,0.847000017,0.796526686,0.957830964,0.911223961,0.224,0.513
0.594,0.902207592,0.86350794,0.780882672,0.965166687,0.88931544,0.224,0.513
0.594,0.902747014,0.893386557,0.785811916,0.971815585,0.919783844,0.224,0.513
0.594,0.896669903,0.848875,0.781711892,0.978805779,0.912141932,0.224,0.513
0.594,0.904957869,0.847634925,0.812670306,0.925597309,0.882763697,0.224,0.513
0.594,0.907356658,0.84825982,0.788733796,0.916232584,0.919186486,0.224,0.513
0.594,0.887699464,0.833976759,0.805036739,0.944620667,0.919387235,0.224,0.513
0.594,0.897060314,0.846354856,0.788733796,0.94819933,0.931176735,0.224,0.513
0.594,0.907843688,0.819307699,0.782528892,0.951517223,0.951630427,0.224,0.513
0.594,0.895162859,0.861426248,0.810116247,0.951753436,0.923651351,0.224,0.513
0.594,0.906776348,0.893666639,0.789881841,0.978831528,0.904621793,0.224,0.513
0.594,0.905645886,0.87861289,0.79507865,0.951517223,0.904621793,0.224,0.513
0.594,0.908743539,0.834692313,0.800868944,0.94819933,0.904621793,0.224,0.513
0.594,0.894961217,0.86350794,0.802256957,0.978857158,0.889935447,0.224,0.513
0.594,0.887699464,0.86350794,0.807551697,0.958222209,0.904621793,0.224,0.513
0.594,0.899321595,0.860884323,0.791319266,0.951156794,0.889935447,0.224,0.513
0.594,0.905390003,0.877413227,0.75972946,0.944904088,0.911686672,0.224,0.513
0.594,0.886565783,0.856133832,0.801568225,0.978857158,0.904621793,0.224,0.513
0.594,0.885992864,0.877819671,0.815602914,0.965020953,0.904621793,0.224,0.513
0.594,0.889691868,0.862483873,0.775606886,0.971714257,0.927550508,0.224,0.513
0.594,0.901842096,0.893942132,0.791319266,0.925597309,0.904621793,0.224,0.513
0.594,0.902568379,0.894213094,0.809804157,0.938380955,0.882763697,0.224,0.513
0.594,0.896865764,0.877819671,0.808531836,0.951517223,0.889935447,0.224,0.513
0.594,0.905044892,0.855571403,0.792076722,0.964873253,0.88931544,0.224,0.513
0.594,0.90392957,0.877819671,0.802256957,0.958222209,0.881410314,0.224,0.513
0.594,0.9008526,0.86350794,0.802256957,0.965020953,0.904874755,0.224,0.513
0.594,0.908743539,0.862483873,0.809804157,0.965020953,0.904621793,0.224,0.513
0.594,0.887119511,0.86350794,0.809172824,0.944904088,0.904621793,0.224,0.513
0.594,0.886112073,0.87861289,0.809172824,0.944620667,0.927550508,0.224,0.513
0.594,0.911861518,0.84825982,0.792451278,0.965020953,0.897220565,0.224,0.513
0.594,0.896963158,0.909456148,0.806030527,0.954858123,0.912141932,0.224,0.513
0.594,0.892372408,0.894213094,0.79507865,0.958125411,0.904621793,0.224,0.513
0.594,0.915,0.870089426,0.782528892,0.971915482,0.900366796,0.224,0.513
0.594,0.898181835,0.910050823,0.802256957,0.965020953,0.912141932,0.224,0.513
0.594,0.896865764,0.893666639,0.802256957,0.971714257,0.900906516,0.224,0.513
0.594,0.888520041,0.893101706,0.816194669,0.978857158,0.889935447,0.224,0.513
0.594,0.898181835,0.893101706,0.725575581,0.944904088,0.889935447,0.224,0.513
0.594,0.898181835,0.861959352,0.792076722,0.978907822,0.911915196,0.224,0.513
0.594,0.901037076,0.870089426,0.802935377,0.94819933,0.927383198,0.224,0.513
0.594,0.899720052,0.86350794,0.799886182,0.978831528,0.904366805,0.224,0.513
0.594,0.909829297,0.861959352,0.799539402,0.961524485,0.919783844,0.224,0.513
0.594,0.899604836,0.833976759,0.823324934,0.907052635,0.897220565,0.224,0.513
0.594,0.892933348,0.847634925,0.816194669,0.975323854,0.912141932,0.224,0.513
0.594,0.89647285,0.87861289,0.809172824,0.938380955,0.882763697,0.224,0.513
0.594,0.902568379,0.86299999,0.785811916,0.965020953,0.912141932,0.224,0.513
0.594,0.899131277,0.877819671,0.789119318,0.965020953,0.912141932,0.224,0.513
0.594,0.889182606,0.87861289,0.82305558,0.951517223,0.904109789,0.224,0.513
0.594,0.890455463,0.893101706,0.802597419,0.951517223,0.889935447,0.224,0.513
0.594,0.903276005,0.807596995,0.789119318,0.958222209,0.912141932,0.224,0.513
0.594,0.8894007,0.861426248,0.822510496,0.957631229,0.919783844,0.224,0.513
0.594,0.900291899,0.87861289,0.783333972,0.978857158,0.912141932,0.224,0.513
0.594,0.904278555,0.862483873,0.803270772,0.958027957,0.904621793,0.224,0.513
0.594,0.88304142,0.877819671,0.793921903,0.978805779,0.943470551,0.224,0.513
0.594,0.908258238,0.893101706,0.816777364,0.94819933,0.904109789,0.224,0.513
0.594,0.910454848,0.862483873,0.806680694,0.971865712,0.927383198,0.224,0.513
0.594,0.908258238,0.848875,0.795808092,0.958027957,0.897220565,0.224,0.513
0.594,0.914716819,0.86350794,0.816487089,0.971915482,0.896938218,0.224,0.513
0.594,0.898939648,0.87861289,0.823592201,0.965020953,0.896938218,0.224,0.513
0.594,0.898181835,0.87861289,0.815899924,0.907052635,0.911915196,0.224,0.513
0.594,0.889617362,0.878219499,0.805036739,0.975247322,0.9035895,0.224,0.513
0.594,0.908258238,0.848875,0.787559822,0.978907822,0.897220565,0.224,0.513
0.594,0.904870608,0.861959352,0.781711892,0.961609779,0.889626635,0.224,0.513
0.594,0.890455463,0.86962296,0.805370525,0.94819933,0.904621793,0.224,0.513
0.594,0.902568379,0.893386557,0.801913932,0.965020953,0.943470551,0.224,0.513
0.594,0.909023681,0.86350794,0.785016313,0.951397894,0.875343574,0.224,0.513
0.594,0.902207592,0.87861289,0.827185944,0.957929848,0.904621793,0.224,0.513
0.594,0.903753379,0.860884323,0.820026055,0.971714257,0.904621793,0.224,0.513
0.594,0.896669903,0.86350794,0.789119318,0.951277791,0.893563641,0.224,0.513
0.594,0.908582845,0.862483873,0.782528892,0.964647709,0.918780042,0.224,0.513
0.594,0.909670332,0.83325,0.785811916,0.958027957,0.889935447,0.224,0.513
0.594,0.882291475,0.847000017,0.819463924,0.964873253,0.919783844,0.224,0.513
0.594,0.897404292,0.87861289,0.791699425,0.951277791,0.904621793,0.224,0.513
0.594,0.910465875,0.870089426,0.806030527,0.978907822,0.882763697,0.224,0.513
0.594,0.887699464,0.893942132,0.805370525,0.950912295,0.904621793,0.224,0.513
0.594,0.888963201,0.894213094,0.815899924,0.957929848,0.88931544,0.224,0.513
0.594,0.886565783,0.86299999,0.812975064,0.944333313,0.889935447,0.224,0.513
0.594,0.88327823,0.8410625,0.819463924,0.951517223,0.927383198,0.224,0.513
0.594,0.908258238,0.862483873,0.823592201,0.958222209,0.904621793,0.224,0.513
0.594,0.894758323,0.877819671,0.830807463,0.978857158,0.897220565,0.224,0.513
0.594,0.893038252,0.870089426,0.789881841,0.971915482,0.882429315,0.224,0.513
0.594,0.902388552,0.854419364,0.812975064,0.971915482,0.885689629,0.224,0.513
0.594,0.897060314,0.892811968,0.792451278,0.958222209,0.935171796,0.224,0.513
0.594,0.906860033,0.854999973,0.810116247,0.964873253,0.897220565,0.224,0.513
0.594,0.902924457,0.86350794,0.810733453,0.971915482,0.919783844,0.224,0.513
0.594,0.897060314,0.848875,0.810116247,0.978907822,0.912141932,0.224,0.513
0.594,0.90890322,0.848875,0.823592201,0.951517223,0.904621793,0.224,0.513
